runId,date,tester,policy,sessionIndex,startAt,endAt,durationMin,firstFloor2At,firstFloor3At,floor3Attempts,maxFloor3Stage,floor3Cleared,firstPlus6At,firstPlus7At,endReason,stagnationFeel,notes
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
